id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
75,15,10,4,"Buena cámara, pero el micrófono integrado no es muy bueno. El audio se escucha muy bajo y con ruido de fondo, así que necesito un micrófono externo para mis videos. La calidad de video es excelente.",2024-08-02,cámara micrófono integrado audio escuchar ruido fondo necesitar micrófono externo video calidad video excelente,5 stars,0.37799808382987976
76,16,2,5,El Smartphone Nexus es muy rápido y fluido. Lo recomiendo a todos mis amigos que buscan un buen teléfono a un precio razonable. La experiencia de usuario es muy buena y la cámara es increíble.,2024-08-03,smartphonir nexus rápido fluido recomeir amigo buscar teléfono precio razonable experiencia usuario cámara increíble,5 stars,0.6014049053192139
77,17,4,5,La mejor camiseta que he comprado en mucho tiempo. Es perfecta para el deporte y el material de alta calidad la hace muy duradera. No se ha estirado ni deformado con los lavados. El color es vibrante.,2024-08-04,camiseta comprar tiempo perfecto deporte material alto calidad duradero estirar deformado lavado color vibrante,5 stars,0.6386262774467468
78,18,6,3,"Un poco lento el desarrollo de la trama. Me costó terminar de leer el libro, ya que los acontecimientos importantes suceden muy tarde. La escritura es buena, pero la historia no me enganchó.",2024-08-05,lento desarrollo trama costar terminar leer libro acontecimiento importante suceder escritura historia enganchar,2 stars,0.443835973739624
79,19,8,5,Perfecto para jugar en el parque con mis amigos. El balón tiene una excelente durabilidad y el rebote es muy predecible. Lo recomiendo para cualquier tipo de juego informal. El agarre es muy bueno.,2024-08-06,perfecto jugar parque amigo balón excelente durabilidad rebote predecible recomeir tipo juego informal agarre,5 stars,0.5646108388900757
80,20,10,5,"La cámara de acción es increíble, muy resistente. Ha sobrevivido a varias caídas y golpes sin un rasguño. La calidad del video es genial y la estabilización funciona muy bien. La batería dura mucho.",2024-08-07,cámara acción increíble resistente sobrevivir caída golpe rasguño calidad video genial estabilización funcionar batería duro,5 stars,0.6659731268882751
81,1,5,4,"Cómodos y elegantes, los uso para ir a la oficina. Son lo suficientemente formales para mi trabajo y muy confortables. La suela de espuma de memoria es muy suave. Son versátiles.",2024-08-08,cómodo elegant oficina suficientemente formal trabajo confortabl suela espuma memoria suave versátil,5 stars,0.5035691857337952
82,2,7,5,"Las ollas son de gran calidad, nada se pega. El fondo distribuye el calor de forma muy uniforme y la limpieza es un proceso muy sencillo. Es una compra que vale la pena. El diseño es muy elegante.",2024-08-09,olla calidad pegar fondo distribuir calor forma uniforme limpieza proceso sencillo compra valer pena diseño elegante,5 stars,0.44184762239456177
83,3,9,4,La mochila tiene el tamaño ideal para llevar lo necesario al trabajo. El compartimento para el portátil es muy seguro y el puerto USB es una característica que uso a diario. Las correas son muy cómodas.,2024-08-10,mochila tamaño ideal necesario trabajo compartimento portátil seguro puerto usb característica diario correa cómodo,5 stars,0.4871174097061157
84,4,1,5,Esta laptop es la mejor inversión que he hecho en mi vida. Su rendimiento es excepcional y me ha ayudado a mejorar mi productividad enormemente. Es un producto premium en todos los aspectos.,2024-08-11,laptop inversión vida rendimiento excepcional ayudar mejorar productividad enormemente producto premium aspecto,5 stars,0.7687234282493591
85,5,3,5,"El sonido es perfecto. Uso los auriculares para escuchar música mientras me ejercito y la calidad de audio es impresionante, incluso con los bajos. La conexión es estable y no se interrumpe.",2024-08-12,sonido perfecto auricular escuchar música ejercitar calidad audio impresionante bajo conexión estable interrumpe,5 stars,0.7330000400543213
86,6,5,3,No me duraron mucho tiempo. La suela se desgastó muy rápido después de solo unos meses de uso. No creo que el precio justifique la calidad del producto. Me arrepiento de la compra.,2024-08-13,durar tiempo suela desgastar rápido mes precio justificar calidad producto arrepientir compra,2 stars,0.31770774722099304
87,7,7,4,"Son buenas ollas, pero el precio es un poco alto para la calidad. Hay otras opciones en el mercado con características similares por menos dinero. Hacen su trabajo, pero no son excepcionales.",2024-08-14,olla precio alto calidad opción mercado característica similar dinero trabajo excepcional,5 stars,0.5156323313713074
88,8,9,5,La mochila es muy práctica y bien pensada. Tiene un diseño minimalista pero con muchos compartimentos útiles y bien distribuidos. Es muy cómoda de llevar incluso con mucho peso.,2024-08-15,mochila práctico pensado diseño minimalista compartimento útil distribuido cómodo peso,4 stars,0.4548702538013458
89,9,1,4,"La laptop es muy rápida para navegar y trabajar. La pantalla es muy nítida y el teclado es cómodo. El único inconveniente es la batería que dura poco, lo cual es una lástima. Es muy ligera.",2024-08-16,laptop rápido navegar trabajar pantalla nítido teclado cómodo único inconveniente batería durar lástima ligero,4 stars,0.5609040260314941
90,10,3,5,"Estos auriculares son de alta calidad. El sonido es muy claro y no he tenido problemas de conexión. La batería también dura mucho tiempo, lo que me permite usarlos durante varios días sin recargar.",2024-08-17,auricular alto calidad sonido problema conexión batería durar tiempo permitir usar él recargar,2 stars,0.3520834147930145
91,11,5,5,"Súper cómodos, los recomiendo mucho. Son perfectos para el día a día, ya sea para ir a comprar o para un paseo largo. El diseño es muy elegante y versátil. Se adaptan muy bien a mis pies.",2024-08-18,súper cómodo recomeir perfecto comprar paseo diseño elegante versátil adaptar pie,5 stars,0.76072096824646
92,12,7,4,"Las ollas son buenas, pero la tapa se calienta demasiado rápido al cocinar a fuego alto, lo que puede ser un problema si no se tiene cuidado. Deberían haberle puesto un material aislante.",2024-08-19,olla tapa calentar rápido cocinar fuego alto problema cuidado deber haber él poner material aislante,3 stars,0.3279390037059784
93,13,9,5,"Me encanta el diseño de la mochila, es minimalista y muy útil. Es perfecta para llevar mi laptop a la universidad y el puerto de carga es una característica muy útil. Las correas son muy cómodas.",2024-08-20,encantar diseño mochila minimalista útil perfecto laptop universidad puerto carga característica útil correa cómodo,5 stars,0.7140837907791138
94,14,1,5,"Esta laptop es una maravilla. El rendimiento es top, la pantalla es increíblemente nítida y el teclado es muy cómodo para escribir. No me arrepiento de la compra. La batería es decente.",2024-08-21,laptop maravilla rendimiento top pantalla increíblemente nítido teclado cómodo escribir arrepientir compra batería decente,5 stars,0.8825157880783081
95,15,3,4,"El sonido es bueno, pero se desconectan de mi teléfono a veces, lo cual es un poco frustrante cuando estoy en medio de una llamada importante. La calidad de audio es buena, pero la conectividad es deficiente.",2024-08-22,sonido desconectar teléfono frustrante llamado importante calidad audio conectividad deficiente,1 star,0.55056232213974
96,16,5,3,Estas zapatillas no valen lo que cuestan. La calidad del material es regular y no ofrecen mucho soporte para el pie. No las volvería a comprar ni las recomendaría. La suela se desgasta muy rápido.,2024-08-23,zapatilla valer costar calidad material regular ofrecer soporte pie volver comprar recomendaría suela desgastar rápido,3 stars,0.39024898409843445
97,17,7,5,Este set de ollas es excelente. Son muy resistentes y han aguantado un uso intensivo sin rayarse ni dañarse. Totalmente recomendadas para cualquier persona que cocine a menudo. El diseño es muy bonito.,2024-08-24,set olla excelente resistente aguantar intensivo rayar él dañar él totalmente recomendado persona cocinar diseño bonito,5 stars,0.6256980895996094
98,18,9,4,"La mochila es muy espaciosa y funcional. El diseño es simple pero efectivo, y cabe todo lo que necesito para mis viajes cortos. Las correas son cómodas y ajustables. El material es resistente al agua.",2024-08-25,mochila espaciós funcional diseño simple efectivo caber necesitar viaje corto correa cómodas ajustabl material resistente agua,4 stars,0.4148733615875244
99,19,1,5,"Una laptop increíble, la compraría de nuevo sin dudarlo. Es muy rápida y el diseño es muy elegante. Cumple con todas mis expectativas y más. Es un producto de alta gama.",2024-08-26,laptop increíble compraría dudar él rápido diseño elegante cumplir expectativa producto alto gama,5 stars,0.6870986819267273
100,20,3,5,"El sonido y la comodidad de los auriculares son insuperables. Los uso durante horas para trabajar y no me cansan. Una excelente compra, valen cada centavo. La cancelación de ruido es perfecta.",2024-08-27,sonido comodidad auricular insuperabl hora trabajar cansar excelente compra valer centavo cancelación ruido perfecto,5 stars,0.6800581216812134
101,1,2,5,El Smartphone Nexus es una joya. La pantalla tiene unos colores tan vivos que ver videos es un placer. La cámara frontal también es fantástica para selfies. Me encanta el diseño delgado y ligero.,2024-08-28,smartphonir nexus joya pantalla color vivo video placer cámara frontal fantástico selfi encantar diseño delgado ligero,5 stars,0.7298930287361145
102,2,4,4,"La camiseta se siente muy bien, el material es ligero y transpirable, pero un poco ajustada en la parte del pecho. A pesar de eso, es perfecta para el ejercicio.",2024-08-29,camiseta sentir material ligero transpirable ajustado pecho perfecto ejercicio,5 stars,0.6479700803756714
103,3,1,5,"La Laptop Gamer Pro es simplemente la mejor. El rendimiento es bestial, los juegos corren a la perfección y la pantalla es de una calidad impresionante. Es una inversión que vale la pena.",2024-08-30,laptop gamer pro simplemente rendimiento bestial juego correr perfección pantalla calidad impresionante inversión valer pena,5 stars,0.7274697422981262
104,4,5,3,Las zapatillas son bonitas pero no muy cómodas para caminar. Se sienten un poco duras en la parte de la suela. Las uso solo para salidas cortas ahora.,2024-08-31,zapatilla bonito cómodo caminar sentir duro suela salida corto,4 stars,0.4394077658653259
105,5,3,4,"Los auriculares tienen un sonido muy bueno, pero la batería no dura tanto como prometen. La cancelación de ruido es decente, pero no la mejor en su clase. El diseño es muy elegante.",2024-09-01,auricular sonido batería durar prometer cancelación ruido decente clase diseño elegante,4 stars,0.33459365367889404
106,6,6,5,'El Círculo Mágico' es una novela fantástica. La trama es intrigante y los personajes son muy complejos. No pude dejar de leer. La recomiendo a todos los amantes de la fantasía.,2024-09-02,círculo mágico novela fantástico trama intrigante personaje complejo poder dejar leer recomeir amante fantasía,5 stars,0.6460433602333069
